0038.co.jp.axfr:@ "v=spf1 include:spf.mail-cp.com ~all"
clickonf5.org.axfr:clickonf5.org "v=spf1 include:_spf.google.com ~all"
click.org.axfr:@ "v=spf1 include:spf.mandrillapp.com ?all"
clickpay24.ru.axfr:@ "v=spf1 ip4:78.109.18.140 a mx ~all"
clickservice.ir.axfr:@ "v=spf1 a mx ip4:188.136.231.6 ~all"
clicksold.com.axfr:@ "v=spf1 a mx include:_spf.google.com ip4:66.135.33.151 ip4:216.152.130.77 ?all"
clickworkforce.com.axfr:@ "v=spf1 +a +mx +ip4:209.59.178.204 ~all"
clicweb.ca.axfr:@ "v=spf1 a mx ip4:142.4.217.200 ip4:158.85.89.116 ip4:158.85.77.121 ~all"
clicweb.net.axfr:@ "v=spf1 a mx ip4:198.27.80.203 ip4:158.85.89.116 ip4:158.85.77.121 ~all"
clien.net.axfr:@ "v=spf1 ip4:183.111.27.15 -all"
clife.ru.axfr:srv "v=spf1 ip4:144.76.236.183 a mx ~all"
clife.ru.axfr:@ "v=spf1 ip4:144.76.236.183 a mx include:veinteractive.biz include:_spf.feedgee.com ~all"
cliffhouse.com.axfr:@ "v=spf1 mx include:mailboto.com ~all"
cliffsofmoher.ie.axfr:@ "v=spf1 +a +mx +a:cp.myhost.ie -all"
cliffsofmoher.ie.axfr:@ "v=spf1 a mx ip4:91.102.80.220 ip4:91.102.80.221 ip4:78.129.221.60 -all"
cliftonhill.com.axfr:@ "v=spf1 ip4:72.38.88.78 ip4:72.19.222.147 ip4:209.202.119.174 ip4:72.19.236.10 ip4:72.38.88.68 a mx ~all"
clikelite.com.axfr:@ "v=spf1 mx a ip4:209.33.203.224/28 ip4:209.33.221.0/26 include:spf.ess.barracudanetworks.com ~all"
climaveneta.com.axfr:@ "v=spf1 a:climaweb01.climaveneta.com ip4:5.196.155.71 ip4:88.63.127.242 include:spf.protection.outlook.com include:nsoft.it include:ascotlc.net -all"
climb.co.jp.axfr:mail "v=spf1 a mx a:mail.climb.co.jp -all"
climbo.ru.axfr:@ "v=spf1 ip4:89.253.229.122 redirect=_spf.yandex.net"
clinicianreviews.com.axfr:@ "v=spf1 include:spf.protection.outlook.com -all"
clinipam.com.br.axfr:@ "v=spf1 mx a:mail.clinipam.com.br ip4:200.175.6.54 include:_spf.softsell.com.br -all"
cliniquemedecine.com.axfr:@ "v=spf1 a mx ip4:176.9.31.114 ~all"
cliniqueveterinairecalvisson.com.axfr:@ "v=spf1" "a" "ip4:87.98.152.73/32" "~all"
clink-shop.com.axfr:@ "v=spf1 ip4:210.129.123.130 ip4:210.129.122.4 ~all"
clipafon.ru.axfr:@ "v=spf1 a mx ip4:62.212.73.81 -all"
clipartden.com.axfr:@ "v=spf1 ip4:69.16.227.176 a mx include:websitewelcome.com ~all"
clipartmania.ru.axfr:@ "v=spf1 ip4:89.108.87.202 a mx ~all"
clipartpal.com.axfr:@ "v=spf1 ip4:69.16.227.176 a mx include:websitewelcome.com ~all"
clipbucket.it.axfr:@ "v=spf1 a mx -all"
clipgayhd.com.axfr:@ "v=spf1 a mx ip4:176.9.84.200 ~all"
clipof.ru.axfr:@ "v=spf1 a mx ip4:176.9.45.113 ~all"
clipper-teas.com.axfr:@ "v=spf1 v=spf1 mx a ip4:37.220.92.53 a:signup.to mx:signup.to ?all"
clipsara.com.axfr:@ "v=spf1 a mx ip4:5.9.31.81 -all"
clipsland.biz.axfr:@ "v=spf1 ip4:78.109.18.145 a mx ~all"
clipurimedia.com.axfr:@ "v=spf1 ip4:217.12.208.192 a mx ~all"
clipvuivn.com.axfr:@ "v=spf1 a mx ~all"
clipyar.com.axfr:@ "v=spf1 a mx ip4:188.40.106.92 ~all"
clixsenselatino.com.axfr:ladingpages "v=spf1 +a +mx +ip4:67.225.227.137 ~all"
clixsenselatino.com.axfr:@ "v=spf1 +a +mx +ip4:67.225.227.137 +include:clixsenselatino.ip-zone.com -all"
cllob.ir.axfr:@ "v=spf1 a mx ip4:31.25.89.19 ~all"
clocklink.com.axfr:@ "v=spf1 +ip4:216.230.240.0/23 ~all"
closeprotectionworld.com.axfr:@ "v=spf1 a mx include:helpscoutemail.com ~all"
closeprotectionworld.com.axfr:@ "v=spf1 +a +mx +ip4:77.72.6.74 ?all"
closeprotectionworld.com.axfr:@ "v=spf1 include:sendgrid.net ~all"
closeupengineering.it.axfr:@ "v=spf1 a mx -all"
clothingonline55.co.uk.axfr:@ "v=spf1 include:spf.mijnreus.nl -all"
clothingregister.com.axfr:@ "v=spf1 ip4:46.20.235.183 +a +mx +ip4:31.216.48.51 ~all"
cloudbe.com.my.axfr:@ "v=spf1 a mx ip4:103.6.245.37 ~all"
cloudcomputing-news.net.axfr:@ "v=spf1 a mx ip4:89.145.81.50 ~all"
cloud.coop.axfr:smtpin "v=spf1 a -all"
cloud.coop.axfr:smtpout "v=spf1 a -all"
cloud.coop.axfr:smtp "v=spf1 a -all"
cloud.coop.axfr:@ "v=spf1 mx a ip4:65.123.175.0/26 ip4:208.85.230.64/26 ip4:209.62.236.64/26 ~all"
clouditaly.tk.axfr:@ "v=spf1 a mx ip4:185.18.232.46 ~all"
cloudlink.co.in.axfr:@ "v=spf1 ip4:180.149.246.120 +a +mx +ip4:206.183.111.188 ~all"
cloudlix.com.axfr:@ "v=spf1 a mx ip4:185.65.200.100 ip4:5.199.172.3 ip4:185.65.200.100 ip4:5.199.172.65 ip4:5.199.172.180 -all"
cloudlizer.com.axfr:@ "v=spf1 ip4:91.200.40.68 a mx ~all"
clouds.com.tr.axfr:@ "v=spf1 a mx ip4:217.116.196.172 ~all"
cloudseticaret.com.axfr:@ "v=spf1 a mx ip4:217.116.197.61 ~all"
cloudytags.com.axfr:@ "v=spf1 a:akaar.ysi.net a:mailgtwy001.ysi.net +a +mx -all"
clpccd.org.axfr:@ "v=spf1 a:mail.clpccd.org:gwguardian.clpccd.cc.ca.us include:mh.blackboard.com ~all"
club-3t.ru.axfr:@ "v=spf1 ip4:62.109.28.75 a mx ~all"
club4g.com.axfr:@ "v=spf1 a mx ip4:61.19.251.40 ~all"
club4x4.ru.axfr:@ "v=spf1 ip4:92.53.116.0/22 ip4:92.53.96.0/22 ip4:92.53.112.0/22 ip4:92.53.104.0/22 include:_spf.yandex.net ~all"
clubafaceri.ro.axfr:atlas "v=spf1 a mx ~all"
clubafaceri.ro.axfr:bunker "v=spf1 a mx ~all"
clubafaceri.ro.axfr:de "v=spf1 a mx ~all"
clubafaceri.ro.axfr:glide "v=spf1 a mx ~all"
clubafaceri.ro.axfr:imonster "v=spf1 a mx ~all"
clubafaceri.ro.axfr:mag "v=spf1 a mx ~all"
clubafaceri.ro.axfr:mail-isis "v=spf1 a mx ~all"
clubafaceri.ro.axfr:mail-l2 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:mail-s "v=spf1 a mx ~all"
clubafaceri.ro.axfr:mail "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-dis1 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-dis2 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-im1 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-im2 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-is1 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-is2 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-is3 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-ma1 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-ma2 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:m-ma3 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:ns1 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:ns2 "v=spf1 a mx ~all"
clubafaceri.ro.axfr:spot "v=spf1 a mx ~all"
clubafaceri.ro.axfr:@ "v=spf1 a mx ip4:81.196.2.81 ip4:81.196.2.5 ip4:86.121.31.237 ip4:80.96.56.192/26 ip4:81.196.2.183 ip4:81.196.2.218 ip4:88.198.65.233 ip4:46.4.94.70 ip4:144.76.2.236 ip4:46.4.108.120 -all"
clubaudi.ro.axfr:codecspedia "v=spf1 +a +mx +ip4:176.223.126.186 +ip4:188.213.20.232 ~all"
clubaudi.ro.axfr:lcdarena "v=spf1 +a +mx +ip4:176.223.126.186 +ip4:188.213.20.232 ~all"
clubaudi.ro.axfr:@ "v=spf1 +a +mx +ip4:176.223.126.186 +ip4:89.44.47.68 ~all"
clubcclass.com.axfr:@ "v=spf1 a mx ip4:27.254.140.76 ~all"
clubcj.net.axfr:@ "v=spf1 mx ptr ip4:74.117.62.205 ip6:2604:6600:1028::62c6:b1cd/64 mx:mivec.clubcj.net ip4:74.117.62.205 ip6:2604:6600:1028::62c6:b1cd/64 ~all"
clubcorsa.ro.axfr:@ "v=spf1 ip4:188.214.28.106 -all"
clubdelsubscriptor.cat.axfr:@ "v=spf1 mx ip4:195.55.157.80/29 ip4:213.172.40.230 ip4:81.25.117.0/24 -all"
clubdelzapato.es.axfr:@ "v=spf1 a mx ip4:164.138.209.44 clubdelzapato.ip-zone.com ~all"
clubenet.com.axfr:log4 "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:log5 "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:log6 "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:log8 "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:login2 "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:login3 "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:login "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:logon2 "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:logon3 "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:logon "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:sa "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:soadultos "v=spf1 ip4:94.126.171.0/26 a mx ~all"
clubenet.com.axfr:@ "v=spf1 ip4:94.126.171.0/26 a mx include:spf.mandrillapp.com -all"
clubfiatpunto.com.axfr:@ "v=spf1 ip4:178.33.160.5 a mx mx:mail.clubfiatpunto.com ~all"
club-forester.ru.axfr:@ "v=spf1 ip4:190.115.28.168 a mx ptr a:club-forester.ru mx:mx.club-forester.ru include:spf.mandrillapp.com redirect=_spf.yandex.ru"
clubfxp.com.axfr:@ "v=spf1 +a +mx +ip4:67.23.226.179 ~all"
clubgta.com.axfr:@ "v=spf1 a mx ip4:212.34.154.164 ~all"
clubhondaspirit.com.axfr:@ "v=spf1 a mx ip4:37.59.51.34 ~all"
clubhyundaithailand.com.axfr:@ "v=spf1 a mx ip4:112.121.152.248 ~all"
clubjazz.org.axfr:@ "v=spf1 +a +mx +ip4:195.62.28.18 ?all"
club-league.com.axfr:@ "v=spf1 a mx ip4:218.213.247.27 ~all"
clubpolo.co.uk.axfr:@ "v=spf1 ip4:192.175.23.46 ip4:192.175.23.32 ip4:192.175.23.31 ip4:192.175.23.33 +a +mx +mx:mail.clubpolo.co.uk +include:clubpolo.co.uk -all"
clubprofi.com.axfr:@ "v=spf1 include:spf.smartresponder.ru -all"
clubprofi.com.axfr:* "v=spf1 include:spf.smartresponder.ru -all"
club-q5.ru.axfr:@ "v=spf1 ip4:217.174.105.40 a mx ~all"
clubracer.be.axfr:@ "v=spf1 +a +mx +all"
clubseattoledo.com.axfr:@ "v=spf1 a mx ip4:46.29.49.51 ~all"
clubskyline.ru.axfr:@ "v=spf1 ip4:5.9.155.238 a mx ~all"
clubstrannik.ru.axfr:@ "v=spf1 a mx ip4:144.76.81.2 ~all"
clubtalleres.com.ar.axfr:@ "v=spf1 a mx ip4:181.30.50.194 ip4:181.30.50.194 ~all"
clubtone.net.axfr:@ "v=spf1 include:spf.mailjet.com redirect=_spf.yandex.ru"
clubulbebelusilor.ro.axfr:ads "v=spf1 ip4:89.46.7.160 ip4:176.223.120.20 ip4:176.223.120.123 +a +mx +ip4:176.223.126.213 +ip4:212.146.105.53 ~all"
clubulbebelusilor.ro.axfr:diversificarea "v=spf1 ip4:89.46.7.160 ip4:176.223.120.20 ip4:176.223.120.123 +a +mx +ip4:176.223.126.213 ~all"
clubulbebelusilor.ro.axfr:forum "v=spf1 ip4:89.46.7.160 ip4:176.223.120.20 ip4:176.223.120.123 +a +mx +ip4:176.223.126.213 ?all"
clubulbebelusilor.ro.axfr:@ "v=spf1 ip4:89.46.7.160 ip4:176.223.120.20 ip4:176.223.120.123 +a +mx +ip4:176.223.126.213 +ip4:212.146.105.53 ~all"
clubvw.by.axfr:@ "v=spf1 a mx ip4:86.57.250.181 ~all"
clubwien.at.axfr:@ "v=spf1\009include:repromedia.at ~all"
clubzafira.com.axfr:@ "v=spf1 a mx ip4:95.211.73.47 ~all"
clwebacc.com.axfr:sharepointuat "v=spf1 include:spf.protection.outlook.com -all"
clwebacc.com.axfr:sharepoint "v=spf1 include:spf.protection.outlook.com -all"
cm108.com.axfr:@ "v=spf1 a mx ip4:27.254.44.59 ~all"
cma.edu.tw.axfr:live "v=spf1 include:outlook.com ~all"
cma.edu.tw.axfr:o365 "v=spf1 include:outlook.com ~all"
cmah.pt.axfr:@ "v=spf1 ip4:62.28.208.18 -all"
cma.org.cn.axfr:@ "v=spf1 a mx ~all"
cm-cascais.pt.axfr:@ "v=spf1 include:spf.messaging.microsoft.com -all"
cm-cascais.pt.axfr:@ "v=spf1 include:spf.protection.outlook.com -all"
cmchodzki.pl.axfr:@ "v=spf1 +a +mx +ip4:37.59.22.77 +ip4:87.98.238.242 +ip4:87.98.238.83 +ip6:2001:41d0:8:b54d::1 ~all"
cm-club.com.axfr:@ "v=spf1 a mx a:cm-club.com ip4:103.246.19.27 ?all"
cmdbuild.org.axfr:@ "v=spf1 ip4:178.32.142.69 ip4:82.193.35.74 ip4:82.193.35.72 ip4:31.223.249.26 include:_spf.google.com ~all"
cmd-online.ru.axfr:@ "v=spf1 mx a ip4:212.45.0.228 ip4:212.45.0.230 ip4:87.245.177.10 ip4:87.245.177.14 a:mx01.cmd.su a:mx02.cmd.su a:mx03.cmd.su a:mx04.cmd.su a:mx.yandex.ru include:cmd.su ~all"
cmext.vn.axfr:@ "v=spf1 a mx ~all"
cml.pt.axfr:@ "v=spf1 a a:cmlserver1.cml.pt include:_spf.google.com ~all"
cm-matosinhos.pt.axfr:@ "v=spf1 include:spf.protection.outlook.com a:mail.cm-matosinhos.pt include:_spf.anubisnetworks.com-all"
cm-motor.com.axfr:@ "v=spf1 a mx ip4:119.59.120.15 ~all"
cmpclub.ir.axfr:blog "v=spf1 ip4:217.147.90.75 +a +mx +ip4:148.251.134.41 ~all"
cmpclub.ir.axfr:@ "v=spf1 ip4:217.147.90.75 +a +mx +ip4:148.251.134.41 ~all"
cmq.edu.mx.axfr:@ "v=spf1 mx a:centauro.cmq.edu.mx a:mail2.cmq.edu.mx a:polux.cmq.edu.mx ~all"
cmsedu.co.kr.axfr:@ "v=spf1 ip4:222.122.21.120 ~all"
cmsfanatics.com.axfr:portfolio "v=spf1 ip4:69.16.220.167 +a +mx +ip4:50.28.22.115 ?all"
cmsfanatics.com.axfr:@ "v=spf1 ip4:69.16.220.167 +a +mx +ip4:50.28.22.115 ?all"
cms-file.ru.axfr:crackit "v=spf1 redirect=_spf.mail.ru"
cms-file.ru.axfr:crackit "v=spf1" "redirect=_spf.yandex.net"
cms-file.ru.axfr:@ "v=spf1 a mx ip4:37.187.78.176 ~all"
cm-sintra.pt.axfr:@ "v=spf1 ip4:62.28.135.9 include:_spf.ptasp.com -all"
cmsjoomla.ir.axfr:@ "v=spf1 a mx ip4:5.61.25.184 ~all"
cmslab.info.axfr:@ "v=spf1 a mx ~all"
cmsworks.ru.axfr:@ "v=spf1 ip4:89.253.253.92 include:_spf.yandex.net ~all"
cmtourstravelandcarhrie.com.axfr:@ "v=spf1 a mx ip4:119.59.120.29 ~all"
cmusedcar.com.axfr:@ "v=spf1 a mx ip4:103.233.192.208 ~all"
cmusichart.com.axfr:@ "v=spf1 a mx ip4:103.11.100.6 ~all"
cmvoyages.com.axfr:@ "v=spf1 a mx ptr ip4:46.32.227.94 ip4:46.32.227.95 mx:mail.cmvoyages.com mx:mail-ds.cmvoyages.com mx:mail-ds2.cmvoyages.com ip4:79.170.43.52 ?all"
cmxseed.com.axfr:@ "v=spf1 a mx ip4:103.233.192.206 ~all"
cmylmz.com.axfr:@ "v=spf1 a mx ip4:178.18.198.74 ~all"
cna.it.axfr:firenze "v=spf1 mx a:mail.firenze.cna.it -all"
cna.it.axfr:@ "v=spf1 ip4:151.1.143.173 mx include:messaging-master.com ~all"
cna.nl.ca.axfr:@ "v=spf1 mx -all"
cna.org.cy.axfr:lists "v=spf1 mx a ip4:212.31.115.240/28 ip4:195.14.130.0/24 -all"
cna.org.cy.axfr:@ "v=spf1 mx a ip4:212.31.115.240/28 ip4:195.14.130.0/24 -all"
cnbnews.com.axfr:@ "v=spf1 ip4:61.100.183.70 ip4:61.100.183.65 ip4:61.100.183.27 ip4:61.100.183.69 ip4:121.78.144.131 ip4:121.78.144.134 ip4:14.63.223.65 -all"
cnc.cl.axfr:@ "v=spf1 a mx ip4:200.68.44.246 -all"
cncopt.com.axfr:@ "v=spf1 mx a:cncopt.com include:aspmx.googlemail.com -all"
cn-door.com.axfr:@ "v=spf1 +ip4:157.112.189.37 ~all"
cndp.fr.axfr:crdp-orleans-tours "v=spf1 include:spf.protection.outlook.com -all"
cndp.fr.axfr:@ "v=spf1 ip4:194.254.145.192/27 ip4:194.254.145.128/26 ip4:91.103.234.96/27 ip4:91.103.237.96/27 ip4:83.206.237.128/26 ~all"
cnergyis.com.axfr:@ "v=spf1 a mx include:bmsend.com ~all"
cnergyis.com.axfr:@ "v=spf1 a mx include:bmsend.com include:netcore.co.in ~all"
cnet-ta.ne.jp.axfr:po2 "v=spf1 +ip4:203.138.100.121 -all"
cnet-ta.ne.jp.axfr:po3 "v=spf1 +ip4:203.138.99.128 -all"
cnet-ta.ne.jp.axfr:po "v=spf1 +ip4:203.138.100.121 -all"
cnfi.org.tw.axfr:@ "v=spf1 ip4:211.21.107.116 ip4:60.248.11.100 ip4:211.21.107.119 -all"
cnm.org.br.axfr:@ "v=spf1 include:_spf.google.com include:2297.meuspf.com ~all"
cnnvietnam.vn.axfr:@ "v=spf1 a mx ~all"
cnous.fr.axfr:@ "v=spf1 ip4:193.50.44.92 include:spf.protection.outlook.com include:spf.mailjet.com -all "
cnpd.it.axfr:@ "\"v=spf1 a:mail.cnpd.it -all\""
cns24.de.axfr:@ "v=spf1 a mx ip4:217.114.212.43/28 -all"
cnsbd.com.axfr:@ "v=spf1 a mx ~all"
cnshb.ru.axfr:@ "v=spf1 redirect=_spf.yandex.ru"
cntd.ru.axfr:discuss "v=spf1 include:spf.mandrillapp.com ?all"
cntech.vn.axfr:@ "v=spf1 a mx ~all"
cntech.vn.axfr:@ "v=spf1 include:_spf.google.com ~all"
cntp.edu.vn.axfr:@ "v=spf1 include:_spf.google.com ~all"
cntraveller.ru.axfr:@ "v=spf1 a mx ip4:194.84.46.3 ip4:195.96.175.133 include:spf.protection.outlook.com include:amazonses.com -all"
cntrlmrktng.ru.axfr:@ "v=spf1 ip4:151.248.123.200 a mx ~all"
cnu.ac.kr.axfr:cuvic "v=spf1 ip4:168.188.1.8 ip4:168.188.1.220 ~all"
cnu.ac.kr.axfr:o "v=spf1 include:spf.protection.outlook.com -all"
cnu.ac.kr.axfr:@ "v=spf1 ip4:168.188.1.202 ip4:168.188.1.121 ip4:168.188.1.8 ~all"
coachblaga.com.axfr:@ "v=spf1 ip4:91.230.54.0/24 ip4:193.33.132.0/24 ip4:91.230.54.17 a mx ~all"
coachesaid.com.axfr:@ "v=spf1 ip4:64.19.112.1/24 ip4:66.46.182.1/24 ip4:12.94.187.18 ip4:12.204.61.192/27 ip4:174.143.166.242 a mx ~all"
coachestrainingblog.com.axfr:coachcertification "v=spf1 +a +mx +ip4:74.50.4.80 ?all"
coachestrainingblog.com.axfr:dev "v=spf1 +a +mx +ip4:74.50.4.80 ?all"
coachestrainingblog.com.axfr:@ "v=spf1 +a +mx +ip4:74.50.4.80 ?all"
coachjan.be.axfr:@ "v=spf1 a mx ip4:178.32.43.39 ~all"
coach-soccer.com.axfr:@ "v=spf1 include:spf.protection.outlook.com include:msgfocus.com ip4:91.186.9.80 ip4:5.153.67.80 ~all"
coanam.edu.mx.axfr:@ "v=spf1 a mx -all"
cobapviet.com.axfr:@ "v=spf1 a mx ~all"
cobatab.edu.mx.axfr:@ "v=spf1 a mx a:mail.cobatab.edu.mx mx:cobatab.edu.mx ip4:201.116.53.40 ~all"
cobatab.edu.mx.axfr:@ "v=spf1 include:outlook.com ~all"
cobbk12.org.axfr:students "v=spf1 include:spf.protection.outlook.com -all"
cobbk12.org.axfr:@ "v=spf1 a mx ptr mx:ccpsms720s1.cobbk12.org mx:ccpsms720s2.cobbk12.org mx:ccpsms720s3.cobbk12.org mx:mh.blackboard.com ~all"
cobexpress.com.br.axfr:@ "v=spf1 a:alog-201-020-024-120.itquality.com.br a:201.20.24.120 mx a ptr ?all"
cobexpress.com.br.axfr:@ "v=spf1 a:intranet2.itquality.com.br include:spf.emmtelium.com.br ip4:201.20.24.120 ip4:201.20.24.99 ip4:201.20.24.113 ip4:201.20.24.96/27 ip4:75.126.12.130 ip4:75.126.63.64/27 mx a ptr ?all"
cobregratis.com.br.axfr:@ "v=spf1 include:_spf.google.com include:mail.zendesk.com include:sendgrid.net include:spf.mail.intercom.io ~all"
coca-colahellenic.it.axfr:@ "v=spf1 mx ip4:212.239.25.39 -all"
cocacolaiberianpartners.com.axfr:@ "v=spf1 mx ptr ~all"
cocatours.com.axfr:@ "v=spf1 a mx ip4:50.30.38.207 ~all"
cocc.edu.axfr:@ "v=spf1 ip4:140.211.24.167 mx a:smtp.notification.com a:smtp1.notification.com include:outlook.com include:spf.messaging.microsoft.com a:mail.cocc.edu include:spf.protection.outlook.com include:mh.blackboard.com ~all"
cochincet.ac.in.axfr:@ "v=spf1 include:_spf.google.com ~all"
cocina33.com.axfr:css "v=spf1 ip4:69.167.148.232 +a +mx +ip4:67.227.164.10 ?all"
cocina33.com.axfr:images1 "v=spf1 ip4:69.167.148.232 +a +mx +ip4:67.227.164.10 ?all"
cocina33.com.axfr:images2 "v=spf1 ip4:69.167.148.232 +a +mx +ip4:67.227.164.10 ?all"
cocina33.com.axfr:images3 "v=spf1 ip4:69.167.148.232 +a +mx +ip4:67.227.164.10 ?all"
cocina33.com.axfr:js "v=spf1 ip4:69.167.148.232 +a +mx +ip4:67.227.164.10 ?all"
cocina33.com.axfr:@ "v=spf1 ip4:69.167.148.232 +a +mx +ip4:67.227.164.10 ?all"
cocinamejor.com.axfr:testing "v=spf1 +a +mx +ip4:69.167.148.232 ~all"
cocinamejor.com.axfr:@ "v=spf1 ip4:69.167.148.57 +a +mx +ip4:69.167.148.232 ~all"
cockos.com.axfr:@ "v=spf1 ip4:174.129.249.41 ip4:50.17.184.175 ip4:50.19.254.66 include:_spf.google.com ~all"
cocktail-book.ru.axfr:@ "v=spf1 ip4:185.12.92.182 a mx ~all"
coco.am.axfr:@ "v=spf1 ip4:78.140.185.191 a mx ~all"
cocoloni.com.axfr:senn "v=spf1 mx include:zappallas.com ~all"
cocoloni.com.axfr:@ "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:ad "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:apppurchase "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:call-admin "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:call "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:com.urasma "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:com-ura.urasma "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:fb-apps "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:fb.moon "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:fb-uport "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:girl "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:honkaku "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:moon "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:push.urasma "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:tarotapp "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:u365.urasma "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:urasma "v=spf1 mx include:zappallas.com ~all"
cocoloni.jp.axfr:@ "v=spf1 mx include:zappallas.com ~all"
cocomammy.com.axfr:@ "v=spf1 ip4:210.171.136.0/24 ~all"
cocoro001.jp.axfr:@ "v=spf1 +mx include:myasp.jp include:1lejend.com ~all"
cocorrina.com.axfr:@ "v=spf1 +a ip4:5.189.146.4 ip6:2a02:c200:1:10:2:3:7435:1 +mx include:spf1.mcsv.net include:spf.mandrillapp.com ?all"
cocoylola.com.axfr:@ "v=spf1 include:cocoylola.ip-zone.com a mx ip4:51.254.44.211 ~all"
cocoylola.com.axfr:@ "v=spf2.0/pra include:cocoylola.ip-zone.com ip4:51.254.44.211 a mx -all"
cocukrehberi.net.axfr:@ "v=spf1 a mx ip4:185.9.157.175 ~all"
codecard.lt.axfr:@ "v=spf1 a mx a:codecard.lt ip4:213.226.176.96/27 a:code.codecard.lt ip4:213.226.176.111 a:avilys.eik.lt ip4:213.226.176.103 -all"
codeigniter.vn.axfr:@ "v=spf1 a mx ~all"
code-maven.com.axfr:@ "v=spf1 include:hostlocal.com -all"
codereduc.com.axfr:@ "v=spf1 a mx ip4:188.165.215.181 ip4:178.33.40.250 ~all"
coderemise.net.axfr:@ "v=spf1 mx ip4:80.92.91.0/24 ip4:80.92.93.0/24 ip4:37.187.253.157 ip6:2001:41D0:C:059d::/64 ?all"
codesnippet.biz.axfr:@ "v=spf1 a mx -all"
codes-service.com.axfr:@ "v=spf1 a mx a:codes-service.com ip4:94.23.230.180 ~all"
codetickets.com.axfr:@ "v=spf1 a mx ptr ip4:93.189.33.155 mx:mail.codetickets.com -all"
codetukyang.com.axfr:@ "v=spf1 a mx ip4:122.155.166.41 -all"
codici-sconto.it.axfr:@ "v=spf1 mx ip4:80.92.91.0/24 ip4:80.92.93.0/24 ip4:37.187.253.157 ip6:2001:41D0:C:059d::/64 ?all"
codientu.org.axfr:@ "v=spf1 a mx ~all"
codigoe-marketing.com.axfr:listas "v=spf1 mx ptr ip4:216.75.9.247 ip4:201.190.104.126 mx:sol.codigoe-marketing.com +all"
codigoe-marketing.com.axfr:mail "v=spf1 mx ptr ip4:179.50.12.21 ip4:200.24.7.42 ip4:66.240.200.55 mx:srv2.mail.codigoe-marketing.com mx:mail.codigoe-marketing.com mx:mail2.codigoe-marketing.com +all"
codigoe-marketing.com.axfr:sol "v=spf1 mx ptr ip4:201.190.104.126 ip4:216.75.9.247 ip4:201.190.104.126 mx:sol.codigoe-marketing.com +all"
codigoe-marketing.com.axfr:srv10.mail "v=spf1 mx -all"
codigoe-marketing.com.axfr:srv11.mail "v=spf1 mx -all"
codigoe-marketing.com.axfr:srv12.mail "v=spf1 mx -all"
codigoe-marketing.com.axfr:srv13.mail "v=spf1 mx -all"
codigoe-marketing.com.axfr:srv14.mail "v=spf1 mx -all"
codigoe-marketing.com.axfr:srv15.mail "v=spf1 mx -all"
codigoe-marketing.com.axfr:srv16.mail "v=spf1 mx -all"
